# DiversMap 統合地点データ
# フォーマット: id,name,category,subcategory,district,postal_code,address,phone,hours,access,website_url,description,tags,source,lat,lng
#
# category: transit / hazard / accessible / food / tourism / shopping / medical / other
# tags: | 区切りのタグ（バリアフリー設備・店舗特徴など）
# lat/lng: 省略可（空欄でマップに表示しない）
#
# 追加・修正はこのファイルを直接編集してください（再ビルド不要）
# 既存施設データを更新する場合は dart run tool/migrate_to_places.dart を再実行
id,name,category,subcategory,district,postal_code,address,phone,hours,access,website_url,description,tags,source,lat,lng
bf_0040,香椎税務署,accessible,官公庁舎・公共施設,東区,813-0044,福岡市東区千早６－２－１,092-661-1031,,西鉄御幸町バス停から徒歩2分,http://www.nta.go.jp/fukuoka/guide/zeimusho/fukuoka/kashii/index.htm,３号線道路側に敷地内へ進入する入り口がありますが、傾斜と段差があります。施設御利用の際は一度左回りに正面まで進み、玄関口に設けている簡易スロープを渡って施設入り口までお越しください。,車いす貸出|介添えサービス|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|文字案内|筆談対応|点字（誘導）ブロック|点字案内|音声案内|屋内のおむつ交換スペース|ベビーチェア|温水洗浄便座|全館禁煙,市データ,33.655594,130.437958
bf_0041,香椎浜公民館,accessible,官公庁舎・公共施設,東区,813-0016,福岡市東区香椎浜２丁目４－３１,092-682-1697,,香椎浜二丁目バス停から徒歩５分,https://gakushu.city.fukuoka.lg.jp/center/detail/3b7b084e-1de8-4e34-99dd-c80ffd915b24,・公民館（講堂、学習室、児童等集会室、和室、地域団体室、研修室、事務室、印刷室） ・老人いこいの家,エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|トイレのおむつ交換スペース|ベビーチェア|オストメイト対応設備|温水洗浄便座|駐車場|洋式トイレ|自動ドア|全館禁煙,市データ,33.65435,130.426208
bf_0042,香椎東公民館,accessible,官公庁舎・公共施設,東区,813-0014,福岡市東区香椎台一丁目３－７,092-672-7098,,西鉄バス 香椎台一丁目バス停から徒歩1分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、児童等集会室、事務室、学習室、和室、地域団体室） ・老人いこいの家,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|点字案内|ベビーチェア|温水洗浄便座|全館禁煙,市データ,33.651852,130.454529
bf_0043,香椎副都心公共施設 （なみきスクエア）,accessible,官公庁舎・公共施設,東区,813-0044,福岡市東区千早4丁目21番45号,092-674-3981,,JR千早駅、西鉄千早駅、千早駅・名香野バス停より徒歩5分,https://www.namiki-sq.jp/,東西南北各所に自動ドアがあり入館はそれぞれバリアフリ-となっています。視覚障がい者の為に館内１階、2階に点字ブロックを設置しています。当館は東市民センター、千早音楽演劇練習場、東図書館、千早証明サービスコーナーを併設した複合施設です。,車いす貸出|車いす対応客席|エレベーター|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|文字案内|補聴設備|点字（誘導）ブロック|点字案内|音声案内|親子トイレ|屋内のおむつ交換スペース|ベビーチェア|小児用便器|授乳室|託児室|キッズルーム|障がいのある方、高齢者の方への割引|オストメイト対応設備|温水洗浄便座|全館禁煙,市データ,33.649776,130.439377
bf_0044,柏原公民館,accessible,官公庁舎・公共施設,南区,811-1353,福岡市南区柏原４丁目１９－６,092-565-8978,,西鉄バス 大城戸バス停から徒歩約４分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、和室、研修室、地域団体室、児童等集会室） ・老人いこいの家,エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|筆談対応|点字（誘導）ブロック|トイレのおむつ交換スペース|ベビーチェア|オストメイト対応設備|温水洗浄便座|全館禁煙,市データ,33.526722,130.39769
bf_0045,香住丘公民館,accessible,官公庁舎・公共施設,東区,813-0003,福岡市東区香住ヶ丘１丁目２７－１,092-681-4704,,香椎花園前駅から徒歩３分,https://gakushu.city.fukuoka.lg.jp/center/detail/c32ee482-190a-4885-9da6-0524791fe0e8,・公民館（講堂、学習室、児童等集会室、和室、地域団体室、研修室、事務室、印刷室） ・老人いこいの家,エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|トイレのおむつ交換スペース|ベビーチェア|オストメイト対応設備|温水洗浄便座|駐車場|洋式トイレ|自動ドア|全館禁煙,市データ,33.669979,130.435898
bf_0046,片江公民館,accessible,官公庁舎・公共施設,城南区,814-0142,福岡市城南区片江５丁目３５－２０,092-871-1219,,西鉄バス 小松ヶ丘バス停から徒歩５分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室）,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|文字案内|筆談対応|点字（誘導）ブロック|点字案内|音声案内|トイレのおむつ交換スペース|ベビーチェア|温水洗浄便座|全館禁煙,市データ,33.549873,130.370544
bf_0047,堅粕公民館,accessible,官公庁舎・公共施設,博多区,812-0013,福岡市博多区博多駅東１丁目８－２,092-473-6010,,西鉄博多駅新三井ビルバス停から徒歩約6分,http://gakushu.city.fukuoka.lg.jp/center/,公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室）,バリアフリートイレ|段差無し|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|親子トイレ|トイレのおむつ交換スペース|ベビーチェア|小児用便器|温水洗浄便座|全館禁煙,市データ,33.592339,130.422607
bf_0048,堅粕人権のまちづくり館,accessible,官公庁舎・公共施設,博多区,812-0043,福岡市博多区堅粕１－２３－１,092-651-9452,,西鉄堅粕一丁目バス停から徒歩2分,,,車いす貸出|エレベーター|バリアフリートイレ|段差無し|点字案内|屋内のおむつ交換スペース|ベビーチェア|温水洗浄便座|全館禁煙,市データ,33.597507,130.41925
bf_0049,堅粕団地人権のまちづくり館,accessible,官公庁舎・公共施設,博多区,812-0041,福岡市博多区吉塚８－６－１６,092-621-3107,,西鉄豊２丁目バス停から徒歩7分,,,温水洗浄便座|全館禁煙,市データ,33.603764,130.43454
bf_0050,金武公民館,accessible,官公庁舎・公共施設,西区,819-0035,福岡市西区金武２１３６－１,092-812-1967,,西鉄吉武バス停から徒歩10～15分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、児童等集会室、和室、地域団体室、研修室、事務室）,エレベーター|バリアフリートイレ|障がい者等対応エレベーター|筆談対応|トイレのおむつ交換スペース|ベビーチェア|温水洗浄便座|駐車場|洋式トイレ|自動ドア|全館禁煙,市データ,33.534767,130.32135
bf_0051,福岡市地下鉄 金山駅,accessible,公共交通機関,城南区,814-0133,福岡市城南区七隈三丁目,092-894-7800,地下鉄営業時間内,,https://subway.city.fukuoka.lg.jp/eki/stations/kanayama.php,駅務室にＡＥＤがあります。,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|文字案内|筆談対応|点字（誘導）ブロック|点字案内|音声案内|ほじょ犬の同伴可能|トイレのおむつ交換スペース|ベビーチェア|お子さま、お子さま連れの方への割引|公衆電話|障がいのある方、高齢者の方への割引|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座|洋式トイレ|全館禁煙,市データ,33.558739,130.358658
bf_0052,金山公民館,accessible,官公庁舎・公共施設,城南区,814-0112,福岡市城南区友丘６丁目９－３６,092-801-2830,,市営地下鉄金山駅から徒歩約１２分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室）,エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|トイレのおむつ交換スペース|ベビーチェア|温水洗浄便座|全館禁煙,市データ,33.556976,130.367828
bf_0053,福岡市地下鉄 賀茂駅,accessible,公共交通機関,早良区,814-0164,福岡市早良区賀茂三丁目,092-894-7800,地下鉄営業時間内,,https://subway.city.fukuoka.lg.jp/eki/stations/kamo.php,駅務室にＡＥＤがあります。,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|文字案内|筆談対応|点字（誘導）ブロック|点字案内|音声案内|ほじょ犬の同伴可能|トイレのおむつ交換スペース|ベビーチェア|お子さま、お子さま連れの方への割引|公衆電話|障がいのある方、高齢者の方への割引|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座|洋式トイレ|全館禁煙,市データ,33.549137,130.338394
bf_0054,賀茂公民館,accessible,官公庁舎・公共施設,早良区,814-0164,福岡市早良区賀茂１丁目３３－７,092-863-7741,,市営地下鉄賀茂駅から徒歩約１０分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室） ・老人いこいの家,車いす貸出|バリアフリートイレ|障がい者等対応エレベーター|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|屋内のおむつ交換スペース|トイレのおむつ交換スペース|ベビーチェア|小児用便器|キッズルーム|温水洗浄便座|全館禁煙,市データ,33.552937,130.340836
bf_0055,福岡市地下鉄 祇園駅,accessible,公共交通機関,博多区,812-0037,福岡市博多区御供所町,092-451-7800,地下鉄営業時間内,,https://subway.city.fukuoka.lg.jp/eki/stations/gion.php,駅務室にＡＥＤがあります。,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|文字案内|筆談対応|点字（誘導）ブロック|点字案内|音声案内|ほじょ犬の同伴可能|トイレのおむつ交換スペース|ベビーチェア|お子さま、お子さま連れの方への割引|公衆電話|障がいのある方、高齢者の方への割引|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座|洋式トイレ|全館禁煙,市データ,33.596516,130.414688
bf_0056,北崎公民館,accessible,官公庁舎・公共施設,西区,819-0201,福岡市西区大字宮浦１９７８－１,092-809-1733,,昭和宮の浦バス停から徒歩1分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、和室、集会室、事務室、印刷室、児童等集会室、地域団体室） ・老人いこいの家,エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|筆談対応|点字（誘導）ブロック|トイレのおむつ交換スペース|ベビーチェア|温水洗浄便座|駐車場|洋式トイレ|自動ドア|全館禁煙,市データ,33.641148,130.227615
bf_0057,草ヶ江公民館,accessible,官公庁舎・公共施設,中央区,810-0044,福岡市中央区六本松１丁目１１－１,092-741-7998,,市営地下鉄六本松駅から徒歩約5分,http://gakushu.city.fukuoka.lg.jp/center/,公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室）,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|筆談対応|トイレのおむつ交換スペース|ベビーチェア|温水洗浄便座|全館禁煙,市データ,33.579346,130.37677
bf_0058,福岡市地下鉄 櫛田神社前駅,accessible,公共交通機関,博多区,812-0038,福岡市博多区祇園町,092-715-7800,地下鉄営業時間内,,,駅にAEDがあります。,車いす貸出|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|文字案内|筆談対応|点字（誘導）ブロック|点字案内|音声案内|ほじょ犬の同伴可能|トイレのおむつ交換スペース|ベビーチェア|お子さま、お子さま連れの方への割引|障がいのある方、高齢者の方への割引|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座|洋式トイレ|全館禁煙,市データ,33.591923,130.412338
bf_0059,警固公民館,accessible,官公庁舎・公共施設,中央区,810-0023,福岡市中央区警固１丁目１１－２,092-731-4655,,西鉄警固一丁目バス停から徒歩約4分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室） ・老人いこいの家,エレベーター|バリアフリートイレ|障がい者等対応エレベーター|筆談対応|点字（誘導）ブロック|トイレのおむつ交換スペース|ベビーチェア|温水洗浄便座|全館禁煙,市データ,33.58416,130.39296
bf_0060,玄界公民館,accessible,官公庁舎・公共施設,西区,819-0205,福岡市西区大字玄界島２１－３,092-809-1243,,福岡市営渡船玄界島渡船場から徒歩3分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、児童等集会室、和室、地域団体室、事務室）,エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|筆談対応|温水洗浄便座|洋式トイレ|自動ドア|全館禁煙,市データ,33.688496,130.231827
bf_0061,玄洋公民館,accessible,官公庁舎・公共施設,西区,819-0166,福岡市西区横浜１－２－１,092-806-9811,,JR今宿駅から徒歩約14分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、児童等集会室、和室、地域団体室、研修室、事務室、印刷室） ・老人いこいの家,エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|トイレのおむつ交換スペース|ベビーチェア|小児用便器|オストメイト対応設備|温水洗浄便座|駐車場|洋式トイレ|自動ドア|全館禁煙,市データ,33.584862,130.268158
bf_0062,香陵公民館,accessible,官公庁舎・公共施設,東区,813-0016,福岡市東区香椎浜一丁目８－７,092-663-4485,,西鉄バス イオンモール香椎浜バス停から徒歩6分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、和室、会議室、児童等集会室、地域団体室、ロビー、事務室） ・老人いこいの家,車いす貸出|バリアフリートイレ|筆談対応|小児用便器|温水洗浄便座|全館禁煙,市データ,33.653015,130.431992
bf_0063,御供所公民館,accessible,官公庁舎・公共施設,博多区,812-0036,福岡市博多区上呉服町２－２７,092-281-5512,,西鉄呉服町バス停から徒歩約３分,http://gakushu.city.fukuoka.lg.jp/center/,公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室）,車いす貸出|エレベーター|バリアフリートイレ|障がい者等対応エレベーター|筆談対応|トイレのおむつ交換スペース|ベビーチェア|温水洗浄便座|全館禁煙,市データ,33.597427,130.411926
bf_0064,小田部公民館,accessible,官公庁舎・公共施設,早良区,814-0032,福岡市早良区小田部６丁目６－１０,092-851-8846,,西鉄バス 原北中学校前バス停から徒歩約３分,http://gakushu.city.fukuoka.lg.jp/center/,・公民館（講堂、学習室、研修室、和室、地域団体室、児童等集会室） ・老人いこいの家,車いす貸出|バリアフリートイレ|段差無し|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|屋内のおむつ交換スペース|トイレのおむつ交換スペース|ベビーチェア|小児用便器|授乳室|キッズルーム|オストメイト対応設備|温水洗浄便座|全館禁煙,市データ,33.572239,130.329407
bf_0065,福岡市地下鉄 呉服町駅,accessible,公共交通機関,博多区,812-0024,福岡市博多区綱場町,092-651-7800,地下鉄営業時間内,,https://subway.city.fukuoka.lg.jp/eki/stations/gofuku.php,駅務室にＡＥＤがあります。,車いす貸出|車いす対応ATM|エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|文字案内|筆談対応|点字（誘導）ブロック|点字案内|音声案内|点字・音声案内ATM|ほじょ犬の同伴可能|トイレのおむつ交換スペース|ベビーチェア|お子さま、お子さま連れの方への割引|公衆電話|障がいのある方、高齢者の方への割引|介助用ベッド、大型ベッド、ユニバーサルシート|オストメイト対応設備|温水洗浄便座|洋式トイレ|全館禁煙,市データ,33.597588,130.407806
bf_0066,西都北公民館,accessible,官公庁舎・公共施設,西区,819-0379,福岡市西区北原二丁目34-16,092-707-7746,,九大学研都市駅から徒歩１３分,https://gakushu.city.fukuoka.lg.jp/center/detail/d5239dd6-c1af-4eee-82a7-5f2f2e50dfc0,・公民館（講堂、学習室、児童等集会室、和室、地域団体室、研修室、事務室、印刷室） ・老人いこいの家,エレベーター|バリアフリートイレ|段差無し|障がい者等対応エレベーター|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|点字案内|トイレのおむつ交換スペース|ベビーチェア|オストメイト対応設備|温水洗浄便座|駐車場|洋式トイレ|自動ドア|全館禁煙,市データ,33.583778,130.257095
bf_0067,西都公民館,accessible,官公庁舎・公共施設,西区,819-0377,福岡市西区女原北12-11,092-834-2352,,九大学研都市駅から徒歩１２分,https://gakushu.city.fukuoka.lg.jp/center/detail/d8afd1f2-6cea-45a6-96df-50ac35c69302,・公民館（講堂、学習室、児童等集会室、和室、地域団体室、研修室、事務室、印刷室） ・老人いこいの家,バリアフリートイレ|段差無し|乗り降りしやすい駐車場|筆談対応|点字（誘導）ブロック|トイレのおむつ交換スペース|ベビーチェア|オストメイト対応設備|温水洗浄便座|駐車場|洋式トイレ|自動ドア|全館禁煙,市データ,33.57576,130.265747
